Time,MFYD_1947_2000_AREA INTEGRAL,MFYD_2000_2058_AREA INTEGRAL,MFYD_2058_3540_AREA INTEGRAL,MFYD_1068_1121_AREA INTEGRAL,MFYD_1121_1179_AREA INTEGRAL,MFYD_1179_3609_AREA INTEGRAL,MFYD_2753_2806_AREA INTEGRAL,MFYD_2806_2870_AREA INTEGRAL,MFYD_2870_2923_AREA INTEGRAL,MFYD_2923_2976_AREA INTEGRAL,MFYD_2976_3040_AREA INTEGRAL,MFYD_2366_3678_AREA INTEGRAL,MFYD_1487_3774_AREA INTEGRAL,MFYD_0549_0602_AREA INTEGRAL,MFYD_0602_0676_AREA INTEGRAL,MFYD_0676_0729_AREA INTEGRAL,MFYD_0729_0782_AREA INTEGRAL,MFYD_0782_0856_AREA INTEGRAL,MFYD_3678_2488_AREA INTEGRAL,MFYD_2488_2541_AREA INTEGRAL,MFYD_3774_1609_AREA INTEGRAL,MFYD_1609_1662_AREA INTEGRAL,MFYD_2594_1947_AREA INTEGRAL,MFYD_2642_1947_AREA INTEGRAL,MFYD_2695_2000_AREA INTEGRAL,MFYD_1947_1715_AREA INTEGRAL,MFYD_2000_1773_AREA INTEGRAL,MFYD_1715_1068_AREA INTEGRAL,MFYD_1773_1121_AREA INTEGRAL,MFYD_1068_0390_AREA INTEGRAL,MFYD_1068_0438_AREA INTEGRAL,MFYD_1121_0491_AREA INTEGRAL,MFYD_3252_2753_AREA INTEGRAL,MFYD_3300_2806_AREA INTEGRAL,MFYD_3348_2870_AREA INTEGRAL,MFYD_3396_2923_AREA INTEGRAL,MFYD_3344_2976_AREA INTEGRAL,MFYD_3492_3040_AREA INTEGRAL,MFYD_2058_2154_AREA INTEGRAL,MFYD_2207_2870_AREA INTEGRAL,MFYD_2260_2870_AREA INTEGRAL,MFYD_2313_2923_AREA INTEGRAL,MFYD_2435_3678_AREA INTEGRAL,MFYD_2488_1836_AREA INTEGRAL,MFYD_2541_1899_AREA INTEGRAL,MFYD_1609_1836_AREA INTEGRAL,MFYD_1662_1899_AREA INTEGRAL,MFYD_1275_1179_AREA INTEGRAL,MFYD_1328_0676_AREA INTEGRAL,MFYD_1381_0676_AREA INTEGRAL,MFYD_1434_0729_AREA INTEGRAL,MFYD_1556_3774_AREA INTEGRAL,MFYD_0080_0549_AREA INTEGRAL,MFYD_0676_0193_AREA INTEGRAL,MFYD_0729_0241_AREA INTEGRAL,MFYD_0782_0294_AREA INTEGRAL,MFYD_0342_0856_AREA INTEGRAL,MFYD_0909_1609_AREA INTEGRAL,MFYD_0967_1662_AREA INTEGRAL,MFYD_1662_1020_AREA INTEGRAL,MFYD_3093_2488_AREA INTEGRAL,MFYD_3151_2541_AREA INTEGRAL,MFYD_3204_2541_AREA INTEGRAL,MFYD_2753_2058_AREA INTEGRAL,MFYD_2806_3540_AREA INTEGRAL,MFYD_2976_2366_AREA INTEGRAL,MFYD_3040_3678_AREA INTEGRAL,MFYD_2058_1179_AREA INTEGRAL,MFYD_3540_3609_AREA INTEGRAL,MFYD_0549_1179_AREA INTEGRAL,MFYD_0602_3609_AREA INTEGRAL,MFYD_2366_1487_AREA INTEGRAL,MFYD_3678_3774_AREA INTEGRAL,MFYD_1487_0782_AREA INTEGRAL,MFYD_3774_0856_AREA INTEGRAL
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0290144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.2888204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.1234276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.1333023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0972734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.09504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.0564395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.0755485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.0538615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.018732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.071801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.036112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.009102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.006511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.090466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.04876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.005041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.20772E-06,0,0,0,0,0
18.127077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56007E-06,0,0,0,0,0
19.108859,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1759E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.41209E-06,0,0,0,0,0
20.090641,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30278E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.17812E-06,0,0,0,0,0
21.072423,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9591E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.39215E-06,0,0,0,0,0
22.024532,0,0,0,0,0,0,0,0,0,0,0,0,0,2.59218E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.76113E-06,0,0,0,0,0
23.027877,0,0,0,0,0,0,0,0,0,0,0,0,0,3.63048E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27563E-06,0,0,0,0,0
24.031222,0,0,0,0,0,0,0,0,0,0,0,0,0,4.67536E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.19182E-06,0,0,0,0,0
25.034567,0,0,0,0,0,1.02334E-06,0,0,0,0,0,0,0,4.82539E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.31424E-06,0,0,0,0,0
26.037912,0,0,0,0,0,1.17342E-06,0,0,0,0,0,0,0,5.43402E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.09027E-06,0,0,0,0,0
27.041257,0,0,0,0,0,1.28871E-06,0,0,0,0,0,0,0,6.21859E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.62525E-06,0,0,0,0,0
28.044602,0,0,0,0,0,1.46017E-06,0,0,0,0,0,0,0,6.58267E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.11283E-06,0,0,0,0,0
29.047947,0,0,0,0,-1.01661E-06,1.56034E-06,0,0,0,0,0,0,0,8.05005E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.56447E-06,0,0,0,0,0
30.051292,0,0,0,0,-1.21723E-06,1.61101E-06,0,0,0,0,0,0,0,9.60804E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42066E-05,0,0,0,0,0
31.054637,0,0,0,0,-1.34134E-06,1.74541E-06,0,0,0,0,0,0,0,1.00237E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.40951E-05,0,0,0,0,0
32.057982,0,0,0,0,-1.539E-06,1.97757E-06,0,0,0,0,0,0,0,1.01707E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17585E-05,0,0,0,0,0
33.061327,0,0,0,0,-1.9354E-06,2.21185E-06,0,0,0,0,0,0,0,1.06087E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36962E-05,0,0,0,0,0
34.064672,0,0,0,0,-2.2987E-06,2.43482E-06,0,0,0,0,0,0,0,1.26841E-05,1.346E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32039E-06,0,1.82956E-05,0,0,0,0,0
35.068017,0,0,0,0,-2.25521E-06,2.75957E-06,0,0,0,0,0,0,0,1.35074E-05,2.20217E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73423E-06,0,2.33569E-05,0,0,0,0,0
36.071362,0,0,0,0,-2.03198E-06,3.50743E-06,0,0,0,0,0,0,0,1.44897E-05,2.81408E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.37486E-06,0,2.58125E-05,1.14621E-06,0,0,0,0
37.023226,0,0,0,0,-2.05772E-06,4.31611E-06,0,0,0,0,0,0,0,1.56289E-05,3.6284E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.83166E-06,0,2.76503E-05,1.41043E-06,0,0,0,0
38.105803,0,0,0,0,-2.59231E-06,4.67851E-06,0,0,0,0,0,0,0,1.60786E-05,4.50038E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7412E-06,0,3.05089E-05,1.50729E-06,0,0,0,0
39.080122,0,0,0,0,-3.38944E-06,4.69958E-06,0,0,0,0,0,0,0,1.66864E-05,5.14763E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.30304E-06,0,3.62803E-05,1.48066E-06,0,0,0,0
40.054441,0,0,0,0,-3.6866E-06,5.04405E-06,0,0,0,0,0,0,0,1.75904E-05,5.7195E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.55776E-06,0,4.10948E-05,1.39896E-06,0,0,0,0
41.02876,0,0,0,0,-3.77695E-06,6.79262E-06,0,0,0,0,0,0,0,1.973E-05,6.26302E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.73636E-06,0,3.87854E-05,1.45836E-06,0,0,0,0
42.003079,0,0,0,0,-4.43738E-06,9.30275E-06,0,0,0,0,0,0,0,2.38679E-05,6.75276E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.22189E-06,0,4.18871E-05,1.89971E-06,0,0,0,0
43.020452,0,0,0,0,-5.50915E-06,9.83305E-06,0,0,0,0,0,0,0,2.59896E-05,7.36828E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06381E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04106E-05,0,4.49666E-05,2.24506E-06,0,0,0,0
44.029751,0,0,0,0,-6.21423E-06,8.76081E-06,0,0,0,0,0,0,0,2.72992E-05,8.17635E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.10531E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22696E-05,0,4.47725E-05,1.88682E-06,0,0,0,0
